name,address,services,status
"Legal Name: XCHNZ INC,  Operating Name: XCHNZ","14 ASPEN HILLS RD,BRAMPTON,ONTARIO,CANADA,L6Y 0H7","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: AURORA BOREALIS LIMITED,  Operating Name: AURORA BOREALIS LIMITED","895 DON MILLS ROAD, SUITE 900,NORTH YORK,ONTARIO,CANADA,M3C1W3","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: Chatta Payment Services Ltd.,  Operating Name: Chatta Finance","C6-80 BIRMINGHAM ST,TORONTO,ONTARIO,CANADA,M8V 3W6","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: InfoTech Canada Inc.,  Operating Name: Finmo","7700 HURONTARIO STREET, #503, #2073,BRAMPTON,ONTARIO,CANADA,L6Y 4M3","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: AHOO PAY INC,  Operating Name: AHOO PAY INC","STE 1400, 18 KING ST E,TORONTO,ONTARIO,CANADA,M5C 1C4","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: VMINT CORP.,  Operating Name: VMINT CORP.","1-300 SUPERTEST ROAD,NORTH YORK,ONTARIO,CANADA,M3J 2M2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: COINMORE INC.,  Operating Name: Coinmore Inc.","350 HIGHWAY 7 EAST, UNIT PH4,RICHMOND HILL,ONTARIO,CANADA,L4B 3N2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: 15728002 Canada Inc.,  Operating Name: Payment Boutique","55 REGENT PARK BLVD, 1309,TORONTO,ONTARIO,CANADA,M5A 0C2","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: 16357369 CANADA INC,  Operating Name: Ferdows Currency Exchange","3433 FIELDGATE DRIVE,MISSISSAUGA,ONTARIO,CANADA,L4X 2J4","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: HEWAD HILLS TRADING INC,  Operating Name: Hewad Exchange","1981 LAWRENCE AVE EAST.,TORONTO,ONTARIO,CANADA,M1R 2Z1",Foreign Exchange,Registered
"Legal Name: SPHERE FINANCIAL INC,  Operating Name: Sphere Financial","1900 - 130 KING STREET WEST,TORONTO,ONTARIO,CANADA,M5X 2A2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: MUXXUS LTD.,  Operating Name: MUXXUS LTD.","C6 - 80 BIRMINGHAM STREET,ETOBICOKE,ONTARIO,CANADA,M8V 3W6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: EMANITA PAYMENTS LIMITED,  Operating Name: EMANITA PAYMENTS LIMITED","76 LAKE STREET,ST-CATHARINES,ONTARIO,CANADA,L2R 5X4","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: CARDFLY PAYMENTS LTD.,  Operating Name: CARDFLY PAYMENTS LTD.","331 SOMERSET STREET WEST,OTTAWA,ONTARIO,CANADA,K2P 0J8","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PAYNNACLE SOLUTIONS LTD.,  Operating Name: PAYNNACLE SOLUTIONS LTD.","203 - 94 LAKESHORE ROAD EAST,MISSISSAUGA,ONTARIO,CANADA,L5G 1E3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PARKWAY GLOBAL MARKETS LIMITED,  Operating Name: PARKWAY GLOBAL MARKETS LIMITED","1176 BRIDGE RD,OAKVILLE,ONTARIO,CANADA,L6L 2C1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: FINATEC CORP.,  Operating Name: FINATEC","155 EDWARD ST, UNIT 3,AURORA,ONTARIO,CANADA,L4G 1W3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: GLOBALNEST CAPITAL SOLUTIONS ,  Operating Name: GLOBALNEST CAPITAL SOLUTIONS","234 EDGEWALLEY RD, UNIT 15,LONDON,ONTARIO,CANADA,N5V 0E3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: PLAUDE CANADA INC,  Operating Name: PLAUDE","807 - 130 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M5V 2L4","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: SALAPI FINANCE LIMITED,  Operating Name: SALAPI FINANCE LIMITED","36 TORONTO ST, SUITE 850,TORONTO,ONTARIO,CANADA,M5C 2C5","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: Chaos Payment Solution INC.,  Operating Name: Chaos Payment Solution INC.","1270 CENTRAL PARKWAY WEST, UNIT 102,MISSISSAUGA,ONTARIO,CANADA,L5C 4P4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 1000987844 ONTARIO INC.,  Operating Name: Barnes Bridge Capital","312 - 1442 HIGHLAND ROAD WEST,KITCHENER,ONTARIO,CANADA,N2N 0C9","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: INNOVATIVE PAYMENTS INC.,  Operating Name: INNOVATIVE PAYMENTS INC.","C6 - 80 BIRMINGHAM ST,TORONTO,ONTARIO,CANADA,M8V 3W6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: Remote Payments Services Canada Inc.,  Operating Name: Remote","3 BRIDGMAN AVE, 204,TORONTO,ONTARIO,CANADA,M5R 3V4","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: ZENBANQ INC.,  Operating Name: ZENBANQ","R131-10225 YONGE ST,RICHMOND HILL,ONTARIO,CANADA,L4C 3B2","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: CANVI PAY INC,  Operating Name: CANVI PAY INC","618 LOUIS TOSCANO DRIVE,ORLEANS,ONTARIO,CANADA,K4A 0B2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: NorthStar Pay Limited,  Operating Name: North Star Pay Limited","2 LANSING SQUARE SUITE 707,NORTH YORK,ONTARIO,CANADA,M2J 4P8","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: FP Operations LTD.,  Operating Name: FirmPay","59 YORK DOWNS DRIVE,NORTH YORK,ONTARIO,CANADA,M3H 1H7","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: 1699856 ONTARIO INC.,  Operating Name: CASH-A-CHEQUE","470 HIGHLAND RD WEST,UNIT B2,KITCHENER,ONTARIO,CANADA,N2M 3C7","Foreign Exchange, Cheque Cashing",Registered
"Legal Name: 15580251 CANADA INC,  Operating Name: 15580251 CANADA INC","81 LAMBERT CRES,BRANTFORD,ONTARIO,CANADA,N3T 0E9","Foreign Exchange, Money Transferring",Registered
"Legal Name: DREAM FINANCE PROCESSING INC,  Operating Name: DREAM FINANCE PROCESSING INC","245 FAIRVIEW MALL DRIVE UNIT 438,TORONTO,ONTARIO,CANADA,M2J 4T1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: MTFX INC.,  Operating Name: MTFX INC.","UNIT 401 - 18 WYNFORD DRIVE,NORTH YORK,ONTARIO,CANADA,M3C 3S2","Foreign Exchange, Money Transferring",Registered
"Legal Name: 1000698960 ONTARIO INC.,  Operating Name: HARIRI CURRENCY EXCHANGE","UNIT 928, 1 JARVIS STREET,HAMILTON,ONTARIO,CANADA,L8R 3J2","Foreign Exchange, Money Transferring",Registered
"Legal Name: SULTAN FINANCIAL SERVICES INC.,  Operating Name: SULTAN EXCHANGE","101 - 2395 CAWTHRA ROAD,MISSISSAUGA,ONTARIO,CANADA,L5A2W8",Foreign Exchange,Registered
"Legal Name: LEMARGO INC.,  Operating Name: DUALES","2405 LAKE SHORE BLVD. WEST SUITE 202,TORONTO,ONTARIO,CANADA,M8V1C6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: OTT FINANCIAL INC.,  Operating Name: OTT FINANCIAL INC.","SUITE 510, 5140 YONGE STREET,NORTH YORK,ONTARIO,CANADA,M2N6L7","Foreign Exchange, Money Transferring",Registered
"Legal Name: BAKAAL SERVICES CORP.,  Operating Name: BAKAAL SERVICES CORP.","2074 LAWRENCE AVE WEST  # 208,TORONTO,ONTARIO,CANADA,M9N1J1","Foreign Exchange, Money Transferring",Registered
"Legal Name: EBIXCASH WORLD MONEY LIMITED,  Operating Name: EBIXCASH WORLD MONEY LIMITED","121 YONGE STREET ,TORONTO,ONTARIO,CANADA,M5C 1W4","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: Borderless Payments Inc.,  Operating Name: Borderless Payments","SUITE C6, 80 BIRMINGHAM ST,TORONTO,ONTARIO,CANADA,M8V 3W6","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SINDI FINANCIAL SERVICES INC.,  Operating Name: SINDI FINANCIAL SERVICES INC.","792 KENNEDY ROAD, SUITE 204,SCARBOROUGH,ONTARIO,CANADA,M1K2C8","Foreign Exchange, Money Transferring",Registered
"Legal Name: 16353576 Canada Inc.,  Operating Name: HamiPay","9131 KEELE ST SUITE A4,VAUGHAN,ONTARIO,CANADA,L4K 0G7","Foreign Exchange, Money Transferring",Registered
"Legal Name: SECURITY AND EXCHANGE INTERNATIONAL CO INC ,  Operating Name: SECURITY AND EXCHANGE INTERNATIONAL CO INC","401 - 7300 WARDEN AVENUE,MARKHAM,ONTARIO,CANADA,L3R 9Y6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: SKOGOS SOLUTIONS INC,  Operating Name: SKOGOS SOLUTIONS INC","1270 CENTRAL PARKWAY WEST, UNIT 102,MISSISSAUGA,ONTARIO,CANADA,L5C 4P4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: M. KASIPPILLAI & SONS INC.,  Operating Name: M. KASIPPILLAI & SONS INC.","3228 EGLINTON AVE E #3,SCARBOROUGH,ONTARIO,CANADA,M1J2H6","Foreign Exchange, Money Transferring",Registered
"Legal Name: HAKACH TRANSFERT LTD,  Operating Name: HAKACH TRANSFERT LTD","300 SUPERTEST ROAD, UNIT 1,NORTH YORK,ONTARIO,CANADA,M3J 2M2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: ARSHAM CONSULTING INC.,  Operating Name: NOROUZI EXCHANGE","27 - 9199 YONGE STREET (S-E-4),RICHMOND HILL,ONTARIO,CANADA,L4C 1H7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: 1000541461 ONTARIO CORP,  Operating Name: Roya Supermarket","11 STELLE LANE,HAMILTON,ONTARIO,CANADA,L9B 0J1",Foreign Exchange,Registered
"Legal Name: UBUNTU FINANCIAL INC.,  Operating Name: UBUNTU FINANCIAL INC.","3 - 425 MCARTHUR AVENUE,OTTAWA,ONTARIO,CANADA,K1K 1G5","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: PAYSTRO TECHNOLOGIES CANADA LIMITED ,  Operating Name: Paystro","44 GREENWICH AVE,STONEY CREEK,ONTARIO,CANADA,L8J 0L6","Foreign Exchange, Money Transferring",Registered
"Legal Name: CANADIAN CAPITAL COMMODITIES LTD,  Operating Name: CANADIAN CAPITAL COMMODITIES LTD","33 CITY CENTRE  DRIVE - SUITE 140,MISSISSAUGA,ONTARIO,CANADA,L5B2N5","Foreign Exchange, Money Transferring",Registered
"Legal Name: PINOV INC,  Operating Name: PINOV INC","4 - 180 NORTHFIELD DRIVE W, 1ST FLOOR,WATERLOO,ONTARIO,CANADA,N2L 0C7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: NOMA FINANCIAL INC,  Operating Name: NOMA FINANCIAL","10 MILNER BUSINESS CRT UNIT 310,SCARBOROUGH,ONTARIO,CANADA,M1B3C6","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: UVA Global Inc.,  Operating Name: UVA","UNIT 212 - 3166 LENWORTH DRIVE,MISSISSAUGA,ONTARIO,CANADA,L4X 2G1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: CASH POINT INC,  Operating Name: CASH POINT INC","3852 FINCH AVE EAST #G03,SCARBOROUGH,ONTARIO,CANADA,M1T3T9","Foreign Exchange, Money Transferring",Registered
"Legal Name: PHAZE INC,  Operating Name: PHAZE INC","212 EGLINTON AVE E UNIT 1506,TORONTO,ONTARIO,CANADA,M4P0A3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: 1000750539 ONTARIO INC.,  Operating Name: TZ FOREX","2007 SHAY DRIVE,PICKERING,ONTARIO,CANADA,L1X1Y1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: ATIN ITO VARIETY BAKERY & REMITTANCE LTD.,  Operating Name: ATIN ITO REMITTANCE","938 PAPE AVENUE,TORONTO,ONTARIO,CANADA,M4K 3V2","Foreign Exchange, Money Transferring",Registered
"Legal Name: FAMILY REMITTANCES INC.,  Operating Name: FAMILY REMIT","24 COMMODORE DRIVE,BRAMPTON,ONTARIO,CANADA,L6X 0S5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: GEMINI WORLDWIDE INC,  Operating Name: Gemini Express","1235 BAY STREET, 5TH & 7TH FLOORS,TORONTO,ONTARIO,CANADA,M5R 3K4","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: PABLA FOREIGN EXCHANGE EXPRESS INC,  Operating Name: PABLA FOREIGN EXCHANGE EXPRESS INC","30 SECRETARIAT DRIVE,ETOBICOKE,ONTARIO,CANADA,M9W6X4","Foreign Exchange, Money Transferring",Registered
"Legal Name: GLOBAL CURRENCY SERVICES INC.,  Operating Name: GLOBAL CURRENCY SERVICES INC.","1027 GORDON STREET, UNIT 8,GUELPH,ONTARIO,CANADA,N1G4X1","Foreign Exchange, Money Transferring",Registered
"Legal Name: BENDIX FOREIGN EXCHANGE CORPORATION,  Operating Name: BENDIX FOREIGN EXCHANGE CORPORATION","300-360 BAY STREET,TORONTO,ONTARIO,CANADA,M5H2V6","Foreign Exchange, Money Transferring",Registered
"Legal Name: OVAL TECHNOLOGIES LTD.,  Operating Name: OVAL TECHNOLOGIES LTD.","1881 STEELES W AVE, UNIT 406,NORTH YORK,ONTARIO,CANADA,M3H 0A1","Foreign Exchange, Money Transferring",Registered
"Legal Name: RND TRADERS INC.,  Operating Name: RND TRADERS INC.","7 - 1900 CLARK BLVD.,BRAMPTON,ONTARIO,CANADA,L6T 0E9","Foreign Exchange, Money Transferring",Registered
"Legal Name: Fondu Excellent Money Exchange INC,  Operating Name: FEMEX","825 TABARET ST,KANATA,ONTARIO,CANADA,K2M 0E7","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency",Registered
"Legal Name: Virgo Pay INC.,  Operating Name: Virgo Pay INC.","4789 YONGE ST, SUITE 805,TORONTO,ONTARIO,CANADA,M2N 0G3","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: Knit Business Financial Services Limited,  Operating Name: Knit Business Financial Services Limited","3080 YONGE ST,TORONTO,ONTARIO,CANADA,M4N 3N1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: LAKOOS INC.,  Operating Name: LAKOOS","1 KING STREET WEST, SUITE 4800,TORONTO,ONTARIO,CANADA,M5H 1A1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: INTERCHANGE FINANCIAL CORPORATION,  Operating Name: INTERCHANGE FINANCIAL CORPORATION","3621 UNIT 101 HYW 7 EAST,MARKHAM,ONTARIO,CANADA,L3R 0G6","Foreign Exchange, Money Transferring, Cheque Cashing",Registered
"Legal Name: TCE CANADA CORP.,  Operating Name: TAHERI EXCHANGE SERVICES","5775 YONGE STREET SUITE 100,TORONTO,ONTARIO,CANADA,M2M4J1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: TRUSTEX CURRENCY TRADING CORPORATION,  Operating Name: TRUSTEX CURRENCY TRADING CORPORATION","606 - 60 BLOOR STREET WEST,TORONTO,ONTARIO,CANADA,M4W 3B8","Foreign Exchange, Money Transferring",Registered
"Legal Name: DAOUD CORPORATION,  Operating Name: DAOUD CORPORATION","3160 EGLINTON AVE E,TORONTO,ONTARIO,CANADA,M1J2H3","Foreign Exchange, Money Transferring",Registered
"Legal Name: Batis Exchange INC,  Operating Name: Batis Exchange","1-2354A YONGE ST,TORONTO,ONTARIO,CANADA,M4P 2E6","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency",Registered
"Legal Name: JACK FILLED FOREIGN EXCHANGE INC,  Operating Name: JACK FILLED FOREIGN EXCHANGE INC","102-305 MILNER AVE,SCARBOROUGH,ONTARIO,CANADA,M1B3V4","Foreign Exchange, Money Transferring",Registered
"Legal Name: METRO REMITTANCE (CANADA), INC.,  Operating Name: MRCI; METRO REMIT","569 ST. CLAIR AVENUE WEST,TORONTO,ONTARIO,CANADA,M6C1A3","Foreign Exchange, Money Transferring",Registered
"Legal Name: STAR REMITTANCE INC,  Operating Name: STAR REMITTANCE INC","1240 DUNDAS ST WEST,TORONTO,ONTARIO,CANADA,M6J 1X5","Foreign Exchange, Money Transferring, Cheque Cashing",Registered
"Legal Name: TXH THE EXCHANGE HOUSE INC.,  Operating Name: TXH THE EXCHANGE HOUSE INC.","STAMFORD GREEN PLAZA, 3483 PORTAGE RD, UNIT 4,NIAGARA FALLS,ONTARIO,CANADA,L2J2K5","Foreign Exchange, Money Transferring",Registered
"Legal Name: KANTOR LIMITED,  Operating Name: KANTOR CURENCY EXCHANGE","2310 BLOOR STREET WEST,TORONTO,ONTARIO,CANADA,M6S1P2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: BALA SELVAM FOREIGN EXCHANGE INC,  Operating Name: BALA SELVAM FOREIGN EXCHANGE INC","#16 - 25 KARACHI DRIVE,MARKHAM,ONTARIO,CANADA,L3S0B5","Foreign Exchange, Money Transferring",Registered
"Legal Name: ABBAS MONEY SMART INC,  Operating Name: A. MONEY SMART INC","7700  BATHURST ST UNIT 11,THORN HILL,ONTARIO,CANADA,L4J7Y3",Foreign Exchange,Registered
"Legal Name: Foxo Development CORP,  Operating Name: Foxopay","1881 STEELES AV WEST, UNIT 406,NORTH YORK,ONTARIO,CANADA,M3H 0A1","Foreign Exchange, Money Transferring, Crowdfunding",Registered
"Legal Name: 1469280 ONTARIO INC.,  Operating Name: AMAL TRANSFERS","2086 LAWRENCE AVENUE W. UNIT 4,TORONTO,ONTARIO,CANADA,M9N3Z9","Foreign Exchange, Money Transferring",Registered
"Legal Name: BRASIL REMITTANCE INC,  Operating Name: BRASIL REMITTANCE INC","1458 DUNDAS STREET W,TORONTO,ONTARIO,CANADA,M6J1Y6","Foreign Exchange, Money Transferring, Cheque Cashing",Registered
"Legal Name: 2093808 ONTARIO INC.,  Operating Name: MONEY EXCHANGE WORLD","UNIT 12, 1701 MARTIN GROVE ROAD,ETOBICOKE,ONTARIO,CANADA,M9V4N4",Foreign Exchange,Registered
"Legal Name: MASTERCARD TRANSACTION SERVICES (CANADA) INC.,  Operating Name: MASTERCARD TRANSACTION SERVICES (CANADA) INC.","600-121 BLOOR STREET EAST,TORONTO,ONTARIO,CANADA,M4W3M5","Foreign Exchange, Money Transferring",Registered
"Legal Name: 16226370 CANADA INC,  Operating Name: 16226370 CANADA INC","80 ECCLESTONE DR,BRAMPTON,ONTARIO,CANADA,L6X 3M7","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: BRIDGESTACK TECHNOLOGIES LIMITED,  Operating Name: BRIDGESTACK, sats.co, fxbridge.co","500 - 7030 WOODBINE AVENUE,MARKHAM,ONTARIO,CANADA,L3R 6G2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: AFT CA LTD,  Operating Name: AFT CA LTD","22 ADELAIDE ST WEST, SUITE 3400,TORONTO,ONTARIO,CANADA,M5H 4E3","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: RoadRunner Financial INC,  Operating Name: RoadRunner Financial INC","214-60 MENDELSSOHN STREET,TORONTO,ONTARIO,CANADA,M1L0G9","Foreign Exchange, Money Transferring, Armoured Cars",Registered
"Legal Name: Finex Solutions LTD,  Operating Name: Finex Solutions LTD","1698 MAPLE GROVE RD,OTTAWA,ONTARIO,CANADA,K2S 2R3","Foreign Exchange, Money Transferring",Registered
"Legal Name: BABYLON MONETARY SERVICES INC.,  Operating Name: BABYLON MONETARY SERVICES INC.","1975 LAWRENCE AVE E,SCARBOROUGH,ONTARIO,CANADA,M1R2Z2","Foreign Exchange, Money Transferring",Registered
"Legal Name: EGLINTON WIRELESS INC,  Operating Name: EGLINTON WIRELESS","455 ROGERS RD ,YORK,ONTARIO,CANADA,M6M 1A6","Foreign Exchange, Money Transferring",Registered
"Legal Name: ADVANTAGE FOREIGN EXCHANGE INC,  Operating Name: ADVANTAGE FOREIGN EXCHANGE INC","958 ST. LAURENT UNIT B ,OTTAWA,ONTARIO,CANADA,K1K 3B3","Foreign Exchange, Money Transferring",Registered
"Legal Name: NGAN HA VN INC.,  Operating Name: NHVN CURRENCY EXCHANGE","101C- 222 SPADINA AVENUE,TORONTO,ONTARIO,CANADA,M5T3B3",Foreign Exchange,Registered
"Legal Name: LONDON CURRENCY EXCHANGE INC.,  Operating Name: LONDON CURRENCY EXCHANGE INC.","105 WHARNCLIFFE ROAD S.,LONDON,ONTARIO,CANADA,N6J2K2",Foreign Exchange,Registered
"Legal Name: TOROPAL INC,  Operating Name: TOROPAL, PESAROCK","179 CONLINS ROAD,TORONTO,ONTARIO,CANADA,M1C 1C4","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: REMITTANCE EXCHANGE CORP,  Operating Name: DXP EXCHANGE, DIASPORA EXCHANGE, DXP_XCHANGE","506-181 BEDFORD ROAD,TORONTO,ONTARIO,CANADA,M5R 0C2","Foreign Exchange, Money Transferring",Registered
"Legal Name: KUBERJI ONLINE CARGO INC.,  Operating Name: KUBERJI FINTRAC SERVICES LTD","315 - 149 HENRY STREET,BRANTFORD,ONTARIO,CANADA,N3S 7K7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SINGLE FORMULA TECHNOLOGIES LTD,  Operating Name: FORMULA","225 SUMACH STREET,TORONTO,ONTARIO,CANADA,M5A 0P8","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PAYGRID PAYMENT TECHNOLOGIES LTD.,  Operating Name: PAYGRID","893 BLYLEVEN BOULEVARD,MISSISSAUGA,ONTARIO,CANADA,L5V 2J3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: AGILE FINANCIAL GROUP CORP.,  Operating Name: AGILE FINANCIAL GROUP CORP.","1403 HILL STREET,MILTON,ONTARIO,CANADA,L9T 6M6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: ZCASH EXCHANGE INC.,  Operating Name: ZASHX","301-231 OAK PARK BOULEVARD,OAKVILLE,ONTARIO,CANADA,L6H 7S8","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 2621306 ONTARIO INC,  Operating Name: COINS UNLIMITED, NOYES JEWELLERS","620 NIAGARA STREET,WELLAND,ONTARIO,CANADA,L3C 1L8",Foreign Exchange,Registered
"Legal Name: 10869562 CANADA,  Operating Name: CLARICORE CAPITAL","600 - 2 SHEPPARD AVENUE EAST,NORTH YORK,ONTARIO,CANADA,M2N 5Y7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: LUMINUSFX CORP.,  Operating Name: LUMINUSFX","101-8365 WOODBINE AVENUE,MARKHAM,ONTARIO,CANADA,L3R 2P4","Foreign Exchange, Money Transferring",Registered
"Legal Name: RAHIMI MSB INC.,  Operating Name: RAHIMI MSB INC.","504-440 RATHBURN ROAD,TORONTO,ONTARIO,CANADA,M9C 3S7","Foreign Exchange, Money Transferring",Registered
"Legal Name: GANADA GIIFOO INTERNATIONAL LIMITED,  Operating Name: GANADA GIIFOO INTERNATIONAL LIMITED","1008-89 S TOWN CENTRE BOULEVARD,MARKHAM,ONTARIO,CANADA,L6G 0E8","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: BU DEFI INC,  Operating Name: BUDEFI","402 - 15 HOFSTETTER AVENUE,KITCHENER,ONTARIO,CANADA,N2A 3Z7","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP, Cheque Cashing",Registered
"Legal Name: 14916328 CANADA INCORPORATED,  Operating Name: VNEEDPAY","244 JEFFCOAT DIVE,ETOBICOKE,ONTARIO,CANADA,M9W 2E2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: AMOY DIRECT TRADING CORP.,  Operating Name: AMOY DIRECT TRADING CORP.","280 TELSON ROAD,MARKHAM,ONTARIO,CANADA,L3R 1E6",Foreign Exchange,Registered
"Legal Name: MD REZAUL KARIM,  Operating Name: MR FINANCIAL SERVICES","2972 DANFORTH AVENUE,TORONTO,ONTARIO,CANADA,M4C 1M6","Foreign Exchange, Money Transferring",Registered
"Legal Name: STRATUMPAY INC.,  Operating Name: STRATUMPAY INC.","1400-18 KING STREET EAST,TORONTO,ONTARIO,CANADA,M5C 1C4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 17338252 CANADA INC.,  Operating Name: APOLLOX TECHNOLOGIES","6-71 WOODRIDGE CRESCENT,NEPEAN,ONTARIO,CANADA,K2B 7T2","Foreign Exchange, Money Transferring, Virtual Currency, WLATM",Registered
"Legal Name: SHOPRAPID GOLD HOUSE INC,  Operating Name: SHOPRAPID GOLD HOUSE INC","1-161 VINYL COURT,VAUGHAN,ONTARIO,CANADA,L4L 4A3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: 1000839920 ONTARIO INC.,  Operating Name: CASH + CURRENCY EXCHANGE","1-6628 FINCH AVENUE WEST,ETOBICOKE,ONTARIO,CANADA,M9W 0B3","Foreign Exchange, Money Transferring, Cheque Cashing",Registered
"Legal Name: SAFE EXONUMIA CURRENCIES LTD.,  Operating Name: SAFE EXONUMIA CURRENCIES LTD.","422-66 SLATER STREET,OTTAWA,ONTARIO,CANADA,K1P 5H1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: AWUJO AO INTERNATIONAL INC,  Operating Name: AWUJO AO INTERNATIONAL INC","2437 POSTMASTER DRIVE,OAKVILLE,ONTARIO,CANADA,L6M 0J2",Foreign Exchange,Registered
"Legal Name: KANDAHAR MONEY EXCHANGE INC.,  Operating Name: KANDAHAR EXCHANGE","3601 LAWRENCE AVE E UNIT 2,SCARBOROUGH,ONTARIO,CANADA,M1G 1P5","Foreign Exchange, Money Transferring",Registered
"Legal Name: VICTORY INTELLIGENCE MANAGEMENT GROUP LTD.,  Operating Name: VICTORY INTELLIGENCE MANAGEMENT GROUP LTD.","9131 KEELE STREET SUITE A4,VAUGHAN,ONTARIO,CANADA,L4K 0G7","Foreign Exchange, Virtual Currency, PSP",Registered
"Legal Name: 1001309517 ONTARIO INC.,  Operating Name: FINTRAP","63 CALEDON AVE,HAMILTON,ONTARIO,CANADA,L9C 3C7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
