name,address,services,status
"Legal Name: GUILD FINANCIAL LIMITED,  Operating Name: GUILD FINANCIAL LIMITED","230-1000 INNOVATION DRIVE,KANATA,ONTARIO,CANADA,K2K3E7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: MOOREFX FINANCIAL CORPORATION,  Operating Name: MOOREFX FINANCIAL CORPORATION","102-3601 HWY 7,MARKHAM,ONTARIO,CANADA,L3R0M3","Foreign Exchange, Money Transferring",Registered
"Legal Name: EFI ECOM LIMITED,  Operating Name: EFI ECOM LIMITED","7100 LESLIE STREET, SUITE 120,MARKHAM,ONTARIO,CANADA,L3T7M8","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: LBK EXCHANGE LIMITED,  Operating Name: LBK EXCHANGE LIMITED","25 PETER STREET SUITE 270,TORONTO,ONTARIO,CANADA,M5V2H1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: PREMIUMREAL TECHNOLOGIES INC.,  Operating Name: PREMIUMREAL TECHNOLOGIES INC.","1896 HAIKU ST,NEPEAN,ONTARIO,CANADA,K2J6W8","Foreign Exchange, Money Transferring",Registered
"Legal Name: OA GLOBAL PAYMENTS, LLC,  Operating Name: OA PAYS","3-84 CASTLEBURY CRESCENT,TORONTO,ONTARIO,CANADA,M2H 1W8","Foreign Exchange, Money Transferring",Registered
"Legal Name: INFLUENCERS GROUP INC._x000D_ ,  Operating Name: INFLUENCERS GROUP INC._x000D_","50 MEADOWLANDS DRIVE,CANNINGTON,ONTARIO,CANADA,L0E1E0","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: 13775399 CANADA INC.,  Operating Name: AL-PATRA EXCHANGE","2325 HURONTARIO ST UNIT 17,MISSISAUGA,ONTARIO,CANADA,L5A4C7","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders",Registered
"Legal Name: REXTIE INC.,  Operating Name: REXTIE INC.","325 FRONT STREET WEST, SUITE 300,TORONTO,ONTARIO,CANADA,M5V 2Y1","Foreign Exchange, Money Transferring",Registered
"Legal Name: WALLX INNOVATION INCORPORATED_x000D_ ,  Operating Name: WALLXSWAP","290 KING STREET EAST,KITCHENER,ONTARIO,CANADA,N2G 2L3",Foreign Exchange,Registered
"Legal Name: LAIKIFS INVESTMENT LTD,  Operating Name: LAIKIFS INVESTMENT LTD","546 STEELES AVENUE WEST,VAUGHAN,ONTARIO,CANADA,L4J8P7","Foreign Exchange, Money Transferring",Registered
"Legal Name: ARG EXCHANGE INC,  Operating Name: ARG EXCHANGE","6089 YONGE ST,NORTH YORK,ONTARIO,CANADA,M2M3W2","Foreign Exchange, Money Transferring",Registered
"Legal Name: FMINE NORTH AMERICA INC.,  Operating Name: GPAY.COM","1-420 TAPSCOTT ROAD,SCARBOROUGH,ONTARIO,CANADA,M1B1Y4","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: AFRIEX CANADA INC.,  Operating Name: AFRIEX, INC.","500 EDENWYLDE DRIVE,STITTSVILLE,ONTARIO,CANADA,K2S2K4","Foreign Exchange, Money Transferring",Registered
"Legal Name: PAPER NETWORK INC,  Operating Name: PAPER NETWORK INC","243-545 KING STREET WEST,TORONTO,ONTARIO,CANADA,M5V1M1","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: BYDFI BLOCKCHAIN LIMITED,  Operating Name: BYDFI BLOCKCHAIN LIMITED","420-15 FITZGERALD ROAD,OTTAWA,ONTARIO,CANADA,K2H9G1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: FLIPAISE MARKETPLACE INC.,  Operating Name: FLIPAISE MARKETPLACE INC.","4236 THOMAS ALTON BLVD,BURLINGTON,ONTARIO,CANADA,L7M 0M7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: IDEATION HOUSE FINANCIAL SERVICES LIMITED,  Operating Name: PAYBUDDIE, IDEATION HOUSE FINANCIAL","3080 YONGE STREET, SUITE 6060,TORONTO,ONTARIO,CANADA,M4N3N1","Foreign Exchange, Money Transferring",Registered
"Legal Name: EZYREMIT WORLDWIDE PTY LIMITED,  Operating Name: EZYREMIT WORLDWIDE PTY LIMITED","7007 ISLINGTON AVENUE, SUITE 17,WOODBRIDGE,ONTARIO,CANADA,L4L4T5","Foreign Exchange, Money Transferring",Registered
"Legal Name: COOBE BLOCKCHAIN TECHNOLOGY CO., LTD.,  Operating Name: COOBE BLOCKCHAIN TECHNOLOGY CO., LTD.","600-15 ALLSTATE PKWY,MARKHAM,ONTARIO,CANADA,L3R5B4","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SUYELC FINANCIAL CO., LTD.,  Operating Name: SUYELC FINANCIAL CO., LTD.","SUITE PH4,350 HWY 7,RICHMOND HILL,ONTARIO,CANADA,L4B 3N2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: VENN SOFTWARE INC.,  Operating Name: VAULT","2ND FLOOR, 325 FRONT STREET WEST,TORONTO,ONTARIO,CANADA,M5V2Y1","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: STARSKY GLOBAL INC.,  Operating Name: STARSKY GLOBAL INC.","200-100 METCALFE STREET,OTTAWA,ONTARIO,CANADA,K1P5M1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: PATCH CAP INC,  Operating Name: PATCH CAP INC","520 REGINA DRIVE,BURLINGTON,ONTARIO,CANADA,L7S1L6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 12918145 CANADA INC,  Operating Name: MONIPORTE","7 OBEDIAH CRESCENT,BRANTFORD,ONTARIO,CANADA,N3T 0T6","Foreign Exchange, Money Transferring",Registered
"Legal Name: SNAPEX EXCHANGE LIMITED,  Operating Name: SNAPEX EXCHANGE LIMITED","2 COUNTY CT BLVD SUITE 400,BRAMPTON,ONTARIO,CANADA,L6W3W8","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: INNOVATION HOUSE FINANCIAL SERVICES LIMITED,  Operating Name: EAZYBANKER; SENDBUDDIE","6060-3080 YONGE STREET,TORONTO,ONTARIO,CANADA,M4N 3N1","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: CURRICK GLOBAL INVESTMENT LTD.,  Operating Name: CURRICK","100 KING STREET WEST, SUITE 5600,TORONTO,ONTARIO,CANADA,M5X1C9","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: DEWAN CURRENCY EXCHANGE INC,  Operating Name: DEWAN EXCHANGE","604 RIDEAU ST,OTTAWA,ONTARIO,CANADA,K1N6C6","Foreign Exchange, Money Transferring",Registered
"Legal Name: DONE.COM INC.,  Operating Name: DONE.COM INC.","830-2425 MATHESON BOULEVARD EAST,MISSISSAUGA,ONTARIO,CANADA,L4W5K4","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: 2340042 ONTARIO INC,  Operating Name: CA$H EXPRESS","4 REXDALE BLVD,ETOBICOKE,ONTARIO,CANADA,M9W1N6","Foreign Exchange, Money Transferring",Registered
"Legal Name: NUCL TECHNOLOGIES INC.,  Operating Name: EUKAPAY","5000 YONGE ST SUITE 1901,TORONTO,ONTARIO,CANADA,M2N7E9","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: MONEY TRUST INC,  Operating Name: MONEY TRUST CURRENCY EXCHANGE","105-5460 YONGE ST,NORTH YORK,ONTARIO,CANADA,M2N6K7","Foreign Exchange, Money Transferring",Registered
"Legal Name: REBUS INTERNATIONAL FINANCIAL SERVICES LTD.,  Operating Name: REBUSPAY","219 DUFFERIN ST #100A,TORONTO,ONTARIO,CANADA,M6K3J1","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: VEKTORIS TRADE LTD.,  Operating Name: VEKTORIS TRADE LTD.","75 WEBBER CRESCENT,UNIONVILLE,ONTARIO,CANADA,L3R0R2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: US WORLD EXCHANGE LIMITED,  Operating Name: US WORLD EXCHANGE LIMITED","5600-100 KING STREET WEST,TORONTO,ONTARIO,CANADA,M5X1C9","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SWITCH HUB CONSULTING INC,  Operating Name: SWITCH HUB CONSULTING INC","105 CONSUMERS DRIVE,WHITBY,ONTARIO,CANADA,L1N1C4","Foreign Exchange, Money Transferring",Registered
"Legal Name: NEECHI MANAGEMENT INC.,  Operating Name: NEECHI FINANCIAL","FLR 10-150 ELGIN STREET,OTTAWA,ONTARIO,CANADA,K2P1L4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: CANTA GLOBAL SERVICES INC.,  Operating Name: CANTA GLOBAL SERVICES INC.","604B - 300 REGINA STREET,NORTH WATERLOO,ONTARIO,CANADA,N2J 4H2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: POZIOM CANADA INC.,  Operating Name: SALT","1 JAMES STREET SOUTH 14TH FLOOR,HAMILTON,ONTARIO,CANADA,L8P4R5","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: 14395263 CANADA INC.,  Operating Name: 14395263 CANADA INC.","9 MANORHEIGHTS ST,RICHMOND HILL,ONTARIO,CANADA,L4S2E7","Foreign Exchange, Money Transferring",Registered
"Legal Name: LYNXPAY LTD.,  Operating Name: LYNXPAY","15 ALLSTATE PKWY SUITE 600,MARKHAM,ONTARIO,CANADA,L3R5B4","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: FIFTH AMERICAN CORPORATION ,  Operating Name: REMIT 5","803 - 5500 NORTH SERVICE ROAD,BURLINGTON,ONTARIO,CANADA,L7L 6W6","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: VELOX PAYMENTS LIMITED,  Operating Name: VELOX PAYMENTS LIMITED","33 BOOKER DR,AJAX,ONTARIO,CANADA,L1Z0H4","Foreign Exchange, Money Transferring",Registered
"Legal Name: FIAT REPUBLIC CANADA INC.,  Operating Name: FIAT REPUBLIC","67 YONGE STREET, SUITE 701,TORONTO,ONTARIO,CANADA,M5E1J8","Foreign Exchange, Money Transferring",Registered
"Legal Name: UNIVERSAL ZONE EXCHANGE LIMITED,  Operating Name: UNIVERSAL ZONE EXCHANGE LIMITED","2967 DUNDAS ST. W. SUITE 79,TORONTO,ONTARIO,CANADA,M6P1Z2","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: LQTY PAYMENTS INC.,  Operating Name: LQTY PAYMENTS INC.","800 STEELES W AVE, UNIT B10182,THORNHILL,ONTARIO,CANADA,L4J7L2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: BUSINESSBANK PAY INC.,  Operating Name: BUSINESSBANK PAY INC.","800 STEELES W AVE, UNIT B10182,THORNHILL,ONTARIO,CANADA,L4J7L2","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: TRANSFERZPAY INC.,  Operating Name: TRANSFERZPAY INC.","1600-2300 YONGE STREET,TORONTO,ONTARIO,CANADA,M4P1E4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 1000324499 ONTARIO LTD,  Operating Name: ALLPAY","300 - 110 AVENUE ROAD,TORONTO,ONTARIO,CANADA,M5R 2H4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: EURO EXCHANGE CANADA INC. ,  Operating Name: EURO EXCHANGE CANADA INC.","1609 - 51 TROLLEY CRESCENT, TORONTO, ONTARIO, CANADA, ,TORONTO,ONTARIO,CANADA,M5A 0E9","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: LUCK PEAK TECHNOLOGY COMPANY LTD.,  Operating Name: LUCK PEAK TECHNOLOGY COMPANY LTD.","401 BAY ST, 16TH FLOOR,TORONTO,ONTARIO,CANADA,M5H 2Y4","Foreign Exchange, Virtual Currency, PSP",Registered
"Legal Name: PA WEST SERVICES LTD.,  Operating Name: PAYALLY","161 BAY ST, 27TH FLOOR,TORONTO,ONTARIO,CANADA,M5J 2S1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: NOLIMIT PAYMENTS LTD.,  Operating Name: NOLIMIT PAYMENTS LTD.","325 FRONT STREET W 2ND FL,TORONTO,ONTARIO,CANADA,M5V2Y1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: BEIDOU FINANCIAL INC.,  Operating Name: BEIDOU FINANCIAL INC.","8300 WOODBINE AVE, UNIT 511,MARKHAM,ONTARIO,CANADA,L3R9Y7","Foreign Exchange, Money Transferring",Registered
"Legal Name: 14535898 CANADA INC ,  Operating Name: 14535898 CANADA INC","28 PEAREN HEIGHTS,CALEDON,ONTARIO,CANADA,L7C 4N4","Foreign Exchange, Money Transferring, Virtual Currency, PSP, WLATM",Registered
"Legal Name: BIFA BLOCKCHAIN TECHNOLOGY CO., LTD.,  Operating Name: LONGASIAGROUPS NZ","1 DUNDAS ST W, SUITE 2500,TORONTO,ONTARIO,CANADA,M5G1Z3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: BELEM BLOCKCHAIN TECHNOLOGY CO., LTD.,  Operating Name: BELEM BLOCKCHAIN","439 UNIVERSITY AVE, 5TH FLOOR,TORONTO,ONTARIO,CANADA,M5G1Y8","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: URANUS,  Operating Name: URANUS","17 ZORRA ST 2202,TORONTO,ONTARIO,CANADA,M8Z0C8","Foreign Exchange, Money Transferring",Registered
"Legal Name: BOBI BLOCKCHAIN TECHNOLOGY CO., LTD.,  Operating Name: BOBI","251 CONSUMERS ROAD, SUITE 1200,TORONTO,ONTARIO,CANADA,M2J4R3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: MURDO BLOCKCHAIN TECHNOLOGY CO., LTD.,  Operating Name: INTELLIGENT FINANCIAL MANAGEMENT PLATFORM","895 DON MILLS RD, SUITE 900,TORONTO,ONTARIO,CANADA,M3C1W3","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: ROSHCE CAPITAL INC. ,  Operating Name: ROSHCE CAPITAL","4711 YONGE ST, 10TH FLOOR,TORONTO,ONTARIO,CANADA,M2N 6K8","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: OSTA PAY INC.,  Operating Name: OSTA PAY INC.","512- 245 FAIRVIEW MALL DRIVE,TORONTO,ONTARIO,CANADA,M2J4T1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: GIGX TECHNOLOGIES INC.,  Operating Name: GIGX TECHNOLOGIES INC.","400 - 77 KING STREET WEST, TORONTO-DOMINION CENTRE,TORONTO,ONTARIO,CANADA,M5K0A1","Foreign Exchange, Money Transferring",Registered
"Legal Name: RAENEST INC.,  Operating Name: RAENEST","QUEEN & RICHMOND CENTRE 111 QUEEN STREET EAST, SOUTH BUILDING , SUITE 450,TORONTO,ONTARIO,CANADA,M5C 1S2","Foreign Exchange, Money Transferring",Registered
"Legal Name: KNIT PAYMENT SERVICES (CANADA) INC.,  Operating Name: KNIT PEOPLE","600-20 RICHMOND ST E,TORONTO,ONTARIO,CANADA,M5C2R9","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: DBCA FINANCIAL SERVICES LTD.,  Operating Name: DBCA FINANCIAL SERVICES LTD.","2166 FOURTH LINE,OAKVILLE,ONTARIO,CANADA,L6M 3T2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: UNITY CENTRE INVESTING LTD.,  Operating Name: UNITY CENTRE INVESTING LTD.","1235 BAY ST, 5TH FLOOR,TORONTO,ONTARIO,CANADA,M5R3K4","Foreign Exchange, Virtual Currency, PSP",Registered
"Legal Name: REBE BLOCKCHAIN TECHNOLOGY CO., LTD.,  Operating Name: REBE BLOCKCHAIN TECHNOLOGY CO., LTD.","2 BLOOR ST W, SUITE 700,TORONTO,ONTARIO,CANADA,M4W3E2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: OXCOIN CO., LTD,  Operating Name: OXCOIN CO., LTD","A4-9131 KEELE ST,VAUGHAN,ONTARIO,CANADA,L4K 0G7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SILVER LINE TRADING INC.,  Operating Name: NIKAN EXCHANGE","6174 YONGE ST UINT 1,NORTH YORK,ONTARIO,CANADA,M2M3X1","Foreign Exchange, Money Transferring",Registered
"Legal Name: LIQUIBRIDGE LTD.,  Operating Name: LIQUIBRIDGE LTD.","9131 KEELE ST SUITE A4,VAUGHAN,ONTARIO,CANADA,L4K0G7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: KUDA TECHNOLOGIES CANADA LIMITED,  Operating Name: KUDA CANADA","31 RETREAT BLVD. WOODBRIDGE,VAUGHAN,ONTARIO,CANADA,L4H0C1","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: CRYPTOFFICIUM CONSORTIUM CORPORATION,  Operating Name: CRYPTOFFICIUM CONSORTIUM CORPORATION","706-2800 KEELE STREET,TORONTO,ONTARIO,CANADA,M3M2G5","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: MONTOWIRE MSB LTD,  Operating Name: MONTOWIRE","10 FOUR SEASONS PLACE, OFFICE 1039,ETOBICOKE,ONTARIO,CANADA,M9B6H7","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: QUEENSLAND FOREIGN EXCHANGE INC.,  Operating Name: QUEENSLAND FOREIGN EXCHANGE INC.","36 TORONTO STREET, SUITE 850,TORONTO,ONTARIO,CANADA,M5C2C5","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: LEMFT LTD.,  Operating Name: LEMFT LTD.","145 LANGSTAFF RD E,THORNHILL,ONTARIO,CANADA,L3T3M6","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: APX INC,  Operating Name: APX LENDING","466 AUTUMN HILL BLVD,VAUGHAN,ONTARIO,CANADA,L4J8X1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: PICAR PAY LTD.,  Operating Name: PICAR PAY LTD.","208 - 2195 JANE STREET,NORTH YORK,ONTARIO,CANADA,M3M 1A3","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: NESSE TECHNOLOGIES INC.,  Operating Name: ASPORA","151 YONGE STREET,TORONTO,ONTARIO,CANADA,M5C 2W7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: DICE EMPIRE FX CANADA LTD,  Operating Name: DICE EMPIRE FX CANADA LTD","1003-1235 BAYLY STREET,PICKERING,ONTARIO,CANADA,L1W1L7","Foreign Exchange, Money Transferring",Registered
"Legal Name: NEOL CAPITAL INVESTMENT INC.,  Operating Name: NEOL CAPITAL INVESTMENT INC.","318 MOORLANDS CRESCENT,KITCHENER,ONTARIO,CANADA,N2P0C5","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: ZHONGYIN GLOBAL INVESTMENT LIMITED,  Operating Name: ZHONGYIN GLOBAL INVESTMENT LIMITED","20A MAIN STREET NORTH ST,MARKHAM,ONTARIO,CANADA,L3P1X2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: MELON PLUTO TECHNOLOGY LIMITED,  Operating Name: MELON PLUTO TECHNOLOGY LIMITED","150 WEST DR,BRAMPTON,ONTARIO,CANADA,L6T4P9","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: IBERBANCO LTD.,  Operating Name: IBERBANCO LTD.","15TH FLOOR 4 ROBERT SPECK PARKWAY,MISSISSAUGA,ONTARIO,CANADA,L4Z1S1","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: DIPLOMAT EXCHANGE INC.,  Operating Name: DIPLOMAT EXCHANGE","7398 YONGE STREET, UNIT 11D,THORNHILL,ONTARIO,CANADA,L4J8J2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: ONEDERFUL PAY INC.,  Operating Name: ONEDERFUL PAY INC.","2967 DUNDAS ST. W., SUITE 79,TORONTO,ONTARIO,CANADA,M6P1Z2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: YEX FINTECH CORP.,  Operating Name: YEX FINTECH CORP.","UNIT2-7170 WARDEN AVE,MARKHAM,ONTARIO,CANADA,L3R8B4","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: ELYSEE EXCHANGE LTD.,  Operating Name: ELYSEE EXCHANGE LTD.","712 QUANTRA CRESCENT,NEWMARKET,ONTARIO,CANADA,L3X 1N2","Foreign Exchange, Money Transferring",Registered
"Legal Name: MOHICANS MARKETS LIMITED,  Operating Name: MOHICANS MARKETS LIMITED","OFFICE NO.02, 17TH FLOOR, NEW 7 STAR BUSINESS CENTER, ONTARIO TOWER,BUSINESS BAY, DUBAI,,UNITED ARAB EMIRATES (THE),NA","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: 1000496921 ONTARIO INC.,  Operating Name: NiaX","7191 YONGE ST #605,MARKHAM,ONTARIO,CANADA,L3T 0C4","Foreign Exchange, Money Transferring",Registered
"Legal Name: GLOBAL QFX INC.,  Operating Name: GLOBAL QFX INC.","16 AMBASSADOR PLACE,NORTH YORK,ONTARIO,CANADA,M3H5Z9","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: SPARK QUANTA TECHNOLOGY LIMITED,  Operating Name: SPARK QUANTA TECHNOLOGY LIMITED","240 DUNCAN MILL RD,NORTH YORK,ONTARIO,CANADA,M3B3S6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: JOVIEXCHANGE CANADA LTD.,  Operating Name: JOVIEXCHANGE CANADA LTD.","3905 BATHURST STREET UNIT 305,NORTH YORK,ONTARIO,CANADA,M3H3N7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: AXECRAFT TECHNOLOGIES LIMITED,  Operating Name: AXECRAFT TECHNOLOGIES LIMITED","212 KING STREET WEST, 6TH FLOOR,TORONTO,ONTARIO,CANADA,M5H1K5","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: PAILY PAYMENT SYSTEMS INC.,  Operating Name: PAILY PAYMENT SYSTEMS INC.","67 YONGE STREET, SUITE 701,TORONTO,ONTARIO,CANADA,M5E1J8","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: ALL IN ONE FINANCE INC,  Operating Name: ALL IN ONE FINANCE INC","750 - 150 KING STREET WEST,TORONTO,ONTARIO,CANADA,M5H 1J9","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: FLOAT FINANCIAL SOLUTIONS INC._x000D_ ,  Operating Name: FLOAT","1000 - 119 SPADINA AVENUE, 10TH FLOOR,TORONTO,ONTARIO,CANADA,M5V 2L1","Foreign Exchange, Money Transferring",Registered
"Legal Name: MDA NORTH AMERICA INC.,  Operating Name: MDA","1 RIDEAU STREET SUITE 714,OTTAWA,ONTARIO,CANADA,K1N8S7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: COBBY PAY LTD.,  Operating Name: COBBY PAY LTD.","104 - 1907 BASELINE ROAD,OTTAWA,ONTARIO,CANADA,K2C 0C7","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: YOLAT INC,  Operating Name: YOLAT INC","1 JAMES STREET SOUTH 14TH FLOOR HAMILTON,LAGOS,ONTARIO,CANADA,L8P4R5","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: PALLAPAY LTD.,  Operating Name: PALLAPAY LTD.","18 STRATHEARN AVE UNIT #29A,BRAMPTON,ONTARIO,CANADA,L6T 4X7","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: GRANPAY FINANCE LTD.,  Operating Name: GRANPAY FINANCE LTD.","5500 NORTH SERVICE ROAD UNIT 300,BURLINGTON,ONTARIO,CANADA,L7L 6W6","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: SYRIX PAYMENT SOLUTIONS LTD,  Operating Name: SYRIX PAYMENT SOLUTIONS LTD","101 - 1655 DUPONT STREET,TORONTO,ONTARIO,CANADA,M6P 3T1","Foreign Exchange, Money Transferring, Issuing and Redeeming Money Orders, Virtual Currency, PSP",Registered
"Legal Name: SIMPLIIEXCHANGE INC.,  Operating Name: SIMPLIIEXCHANGE INC.","42 OWENS ROAD,ALLISTON,ONTARIO,CANADA,L9R0T4","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: EZYREMIT WORLDWIDE INC.,  Operating Name: EZYREMIT","7007 ISLINGTON AVENUE, SUITE 17,WOODBRIDGE,ONTARIO,CANADA,L4L4T5","Foreign Exchange, Money Transferring",Registered
"Legal Name: FUNDELICO LTD.,  Operating Name: FUNDELICO LTD.","201 CARLAW AVE, UNIT 226,TORONTO,ONTARIO,CANADA,M4M2S3","Foreign Exchange, Money Transferring",Registered
"Legal Name: KIYAN EXCHANGE LTD.,  Operating Name: KIYAN EXCHANGE LTD.","7378 YONGE ST SUITE 22B,THORNHILL,ONTARIO,CANADA,L4J8J1","Foreign Exchange, Money Transferring",Registered
"Legal Name: GWCC TRADING INTERNATIONAL CO., LTD,  Operating Name: GWCC TRADING INTERNATIONAL CO., LTD","280 PRESTON STREET, 2TH FLOOR,OTTAWA,ONTARIO,CANADA,K1S1N4","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: BUYEASY TECHNOLOGY CO., LTD.,  Operating Name: BUYEASY TECHNOLOGY CO., LTD.","211 - 320 MATHESON BOULEVARD,MISSISSAUGA,ONTARIO,CANADA,L5R 0H2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: GC GLOBAL FINANCE LTD.,  Operating Name: GC GLOBAL FINANCE LTD.","2789 BUSHLAND CRESCENT,MISSISSAUGA,ONTARIO,CANADA,L5J 1Y1","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: OCM Alinkos Group Limited,  Operating Name: OCM Alinkos Group Limited","60 ATLANTIC AVE,TORONTO,ONTARIO,CANADA,M6K1Y2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: SSHY LTD.,  Operating Name: SSHY LTD.","1911 - 35 HOLLYWOOD AVENUE,TORONTO,ONTARIO,CANADA,M2N 0A9","Foreign Exchange, Money Transferring, PSP",Registered
"Legal Name: SOUND MONEY CORP,  Operating Name: DOLPHINZE","#1607, 1900 LAKESHORE BOULEVARD WEST,TORONTO,ONTARIO,CANADA,M6S1A4","Foreign Exchange, Money Transferring, Virtual Currency, PSP",Registered
"Legal Name: MX FINTECH INC.,  Operating Name: MX FINTECH INC.","44 HALSTEAD DR,MARKHAM,ONTARIO,CANADA,L3R7Z2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: BITBREX HOLDINGS LIMITED,  Operating Name: BITBREX HOLDINGS LIMITED","44 HALSTEAD DR,MARKHAM,ONTARIO,CANADA,L3R7Z2","Foreign Exchange, Money Transferring, Virtual Currency",Registered
"Legal Name: AXSTRON FINANCE INC.,  Operating Name: FINCRUSE","6060 - 3080 YONGE STREET,TORONTO,ONTARIO,CANADA,M4N 3N1","Foreign Exchange, Money Transferring, Virtual Currency, Crowdfunding, PSP",Registered
"Legal Name: STUDENTPAY INC,  Operating Name: CADREMIT","6 - 2557 DOUGALL AVENUE, SUITE 505,WINDSOR,ONTARIO,CANADA,N8X 1T5","Foreign Exchange, Money Transferring",Registered
